"polish"	"indpol_hindi"	"indpol_marathi"	"hindi_meaning"	"marathi_meaning"	"english_meaning"	"pos"	"level"
"wyrażenie"	"विरअझेनिे"	"वइरअझएनिए"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: expression]"	"expression"	"noun"	"A2"
"wyrazić"	"विरअज़िच"	"वइरअज़िच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to express]"	"to express"	"verb"	"B1"
"wyraźnie"	"विरअज़निे"	"वइरअज़निए"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: clearly]"	"clearly"	"noun"	"B1"
"wyścig"	"विशचिग"	"वइशचिग"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: race]"	"race"	"noun"	"A2"
"wysiłek"	"विशिवेक"	"वइशिवएक"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: effort]"	"effort"	"noun"	"A2"
"wysoki"	"विसोकि"	"वइसओकइ"	"लंबा"	"उंच"	"high"	"noun"	"C1"
"wysoko"	"विसोको"	"वइसओकओ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: highly]"	"highly"	"noun"	"C1"
"wysokość"	"विसोकोशच"	"वइसओकओशच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: height]"	"height"	"noun"	"B2"
"wyspa"	"विसपअ"	"वइसपअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: island]"	"island"	"noun"	"B1"
"wystąpić"	"विसतओंपिच"	"वइसतओंपइच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to occur]"	"to occur"	"verb"	"B1"
"wysyłać"	"विसिवअच"	"वइसइवअच"	"भेजना"	"पाठवणे"	"to send"	"verb"	"C1"
"wytłumaczyć"	"वितवुमअचिच"	"वइतवउमअचइच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to explain]"	"to explain"	"verb"	"A1"
"wytrzeć"	"वितझेच"	"वइतझएच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to wipe]"	"to wipe"	"verb"	"B1"
"wywiad"	"विविअद"	"वइवइअद"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: interview]"	"interview"	"noun"	"B2"
"wyzwanie"	"विज़वअनिे"	"वइज़वअनिए"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: challenge]"	"challenge"	"noun"	"B2"
"wzdłuż"	"वज़दवुझ"	"वज़दवउझ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: along]"	"along"	"noun"	"A1"
"wzdychać"	"वज़दिखअच"	"वज़दइखअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to sigh]"	"to sigh"	"verb"	"A2"
"wzgórze"	"वज़गउझे"	"वज़गउझए"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: hill]"	"hill"	"noun"	"A2"
"wziąć"	"वज़िओंच"	"वज़िओंच"	"लेना"	"घेणे"	""	"noun"	"C1"
"wzorzec"	"वज़ोझेत्स"	"वज़ओझएत्स"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: pattern]"	"pattern"	"noun"	"B2"
"wzruszyć ramionami"	"वज़रुशिच रअमिोनअमि"	"वज़रउशइच रअमइओनअमइ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to shrug]"	"to shrug"	"noun"	"A2"
"wzywać"	"वज़िवअच"	"वज़इवअच"	"बुलाना"	"बोलावणे"	""	"verb"	"C1"
"z"	"ज़"	"ज़"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: of]"	"of"	"noun"	"A1"
"z dala"	"ज़ दअलअ"	"ज़ दअलअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: away]"	"away"	"noun"	"A1"
"z łatwością"	"ज़ वअतवोशचिओं"	"ज़ वअतवओशचिओं"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: easily]"	"easily"	"noun"	"A2"
"z powrotem"	"ज़ पोवरोतेम"	"ज़ पओवरओतएम"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: back]"	"back"	"noun"	"A1"
"z przodu"	"ज़ पझोदु"	"ज़ पझओदउ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: front]"	"front"	"noun"	"A1"
"z wyjątkiem"	"ज़ वियओंतकिेम"	"ज़ वइयओंतकइएम"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: except]"	"except"	"noun"	"A2"
"za"	"ज़अ"	"ज़अ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: a]"	"a"	"noun"	"A1"
"za chwilę"	"ज़अ खविलएं"	"ज़अ खवइलएं"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: moment]"	"moment"	"noun"	"A1"
"zaangażować"	"ज़अअनगअझोवअच"	"ज़अअनगअझओवअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to involve]"	"to involve"	"verb"	"A2"
"ząb"	"ज़ओंब"	"ज़ओंब"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: tooth]"	"tooth"	"noun"	"A2"
"żaba"	"झअबअ"	"झअबअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित]"	""	"noun"	"C1"
"zabawa"	"ज़अबअवअ"	"ज़अबअवअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: fun]"	"fun"	"noun"	"B1"
"zabawne"	"ज़अबअवने"	"ज़अबअवनए"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: funny]"	"funny"	"noun"	"B2"
"zabezpieczyć"	"ज़अबेज़पिेचिच"	"ज़अबएज़पइएचइच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to secure]"	"to secure"	"verb"	"B2"
"zabić"	"ज़अबिच"	"ज़अबइच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to kill]"	"to kill"	"verb"	"A1"
"zabierać"	"ज़अबिेरअच"	"ज़अबइएरअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित]"	""	"verb"	"C1"
"zablokować"	"ज़अबलोकोवअच"	"ज़अबलओकओवअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to lock]"	"to lock"	"verb"	"A2"
"zabrać"	"ज़अबरअच"	"ज़अबरअच"	"ले जाना"	"घेऊन जाणे"	""	"verb"	"C1"
"zachęcać"	"ज़अखएंत्सअच"	"ज़अखएंत्सअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to encourage]"	"to encourage"	"verb"	"C1"
"zachód"	"ज़अखउद"	"ज़अखउद"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: west]"	"west"	"noun"	"B2"
"zacząć"	"ज़अचओंच"	"ज़अचओंच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to begin]"	"to begin"	"noun"	"A1"
"zadanie"	"ज़अदअनिे"	"ज़अदअनिए"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: task]"	"task"	"noun"	"B1"
"zadeklarować"	"ज़अदेकलअरोवअच"	"ज़अदएकलअरओवअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to declare]"	"to declare"	"verb"	"B1"
"Żaden"	"झअदेन"	"झअदएन"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: none]"	"none"	"noun"	"A2"
"zadowolony"	"ज़अदोवोलोनि"	"ज़अदओवओलओनइ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: glad]"	"glad"	"noun"	"A2"
"zadzwonić"	"ज़अजवोनिच"	"ज़अजवओनिच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to call]"	"to call"	"verb"	"A1"
"zagrożenie"	"ज़अगरोझेनिे"	"ज़अगरओझएनिए"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: danger]"	"danger"	"noun"	"B1"
"zaimponować"	"ज़अिमपोनोवअच"	"ज़अइमपओनओवअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to impress]"	"to impress"	"verb"	"C1"
"zainteresowanie"	"ज़अिनतेरेसोवअनिे"	"ज़अइनतएरएसओवअनिए"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: interest]"	"interest"	"noun"	"A1"
"zajęty"	"ज़अयएंति"	"ज़अयएंतइ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: busy]"	"busy"	"noun"	"B1"
"zajmować"	"ज़अयमोवअच"	"ज़अयमओवअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to occupy]"	"to occupy"	"verb"	"B2"
"zakładka"	"ज़अकवअदकअ"	"ज़अकवअदकअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: lap]"	"lap"	"noun"	"B2"
"zaklęcie"	"ज़अकलएंचिे"	"ज़अकलएंचिए"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: spell]"	"spell"	"noun"	"B2"
"żal"	"झअल"	"झअल"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: grief]"	"grief"	"noun"	"B2"
"załoga"	"ज़अवोगअ"	"ज़अवओगअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: crew]"	"crew"	"noun"	"B2"
"żałować"	"झअवोवअच"	"झअवओवअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to regret]"	"to regret"	"verb"	"B2"
"założyć"	"ज़अवोझिच"	"ज़अवओझइच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to assume]"	"to assume"	"verb"	"B1"
"zamartwiać się"	"ज़अमअरतविअच शिएं"	"ज़अमअरतवइअच शिएं"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to concern]"	"to concern"	"noun"	"A2"
"zamek"	"ज़अमेक"	"ज़अमएक"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: castle]"	"castle"	"noun"	"B2"
"zamiar"	"ज़अमिअर"	"ज़अमइअर"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: intention]"	"intention"	"noun"	"B2"
"zamiast"	"ज़अमिअसत"	"ज़अमइअसत"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: instead]"	"instead"	"noun"	"A2"
"zamiatać"	"ज़अमिअतअच"	"ज़अमइअतअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to sweep]"	"to sweep"	"verb"	"B1"
"zamieszanie"	"ज़अमिेशअनिे"	"ज़अमइएशअनिए"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: confusion]"	"confusion"	"noun"	"C1"
"zamknąć"	"ज़अमकनओंच"	"ज़अमकनओंच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to close]"	"to close"	"noun"	"A1"
"zamówienie"	"ज़अमउविेनिे"	"ज़अमउवइएनिए"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: order]"	"order"	"noun"	"A1"
"zamrozić"	"ज़अमरोज़िच"	"ज़अमरओज़िच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to freeze]"	"to freeze"	"verb"	"B2"
"zanikać"	"ज़अनिकअच"	"ज़अनिकअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to fade]"	"to fade"	"verb"	"B2"
"zaoferować"	"ज़अोफेरोवअच"	"ज़अओफएरओवअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to offer]"	"to offer"	"verb"	"A2"
"zapach"	"ज़अपअख"	"ज़अपअख"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: scent]"	"scent"	"noun"	"C1"
"zapamiętać"	"ज़अपअमिएंतअच"	"ज़अपअमइएंतअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to remember]"	"to remember"	"verb"	"A1"
"zapewnić"	"ज़अपेवनिच"	"ज़अपएवनिच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to provide]"	"to provide"	"verb"	"A2"
"zapisać"	"ज़अपिसअच"	"ज़अपइसअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to save]"	"to save"	"verb"	"A2"
"zapobiegać"	"ज़अपोबिेगअच"	"ज़अपओबइएगअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to prevent]"	"to prevent"	"verb"	"B1"
"zapomnieć"	"ज़अपोमनिेच"	"ज़अपओमनिएच"	"भूल जाना"	"विसरणे"	"to forget"	"verb"	"C1"
"zaproponować"	"ज़अपरोपोनोवअच"	"ज़अपरओपओनओवअच"	"सुझाव देना"	"सूचित करणे"	"to propose"	"verb"	"C1"
"zaprosić"	"ज़अपरोशिच"	"ज़अपरओशिच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to invite]"	"to invite"	"verb"	"B1"
"zaprzeczyć"	"ज़अपझेचिच"	"ज़अपझएचइच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to deny]"	"to deny"	"verb"	"B1"
"zapukać"	"ज़अपुकअच"	"ज़अपउकअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to knock]"	"to knock"	"verb"	"A2"
"zapytać"	"ज़अपितअच"	"ज़अपइतअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to ask]"	"to ask"	"verb"	"A1"
"zarabiać"	"ज़अरअबिअच"	"ज़अरअबइअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to earn]"	"to earn"	"verb"	"C1"
"zarówno"	"ज़अरउवनो"	"ज़अरउवनओ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: either]"	"either"	"noun"	"A1"
"żart"	"झअरत"	"झअरत"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: joke]"	"joke"	"noun"	"B1"
"zaryzykować"	"ज़अरिज़िकोवअच"	"ज़अरइज़इकओवअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to venture]"	"to venture"	"verb"	"C1"
"zarządzać"	"ज़अझओंजअच"	"ज़अझओंजअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to manage]"	"to manage"	"verb"	"A2"
"zasada"	"ज़असअदअ"	"ज़असअदअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: principle]"	"principle"	"noun"	"B2"
"zasięg"	"ज़अशिएंग"	"ज़अशिएंग"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: range]"	"range"	"noun"	"B2"
"zaskoczyć"	"ज़असकोचिच"	"ज़असकओचइच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to surprise]"	"to surprise"	"verb"	"A1"
"zasługiwać"	"ज़असवुगिवअच"	"ज़असवउगइवअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to deserve]"	"to deserve"	"verb"	"B2"
"zaspokoić"	"ज़असपोकोिच"	"ज़असपओकओइच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to satisfy]"	"to satisfy"	"verb"	"B1"
